Vorausberechneter Bevölkerungsstand: Bundesländer, Stichtag,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Varianten der Bevölkerungsvorausberechnung, Geschlecht,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Altersjahre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsvorausberechnungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vorausberechneter Bevölkerungsstand (1000);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;1-Jährige;30;30;30;30;30;30;30;29;29;29;29;28;28;27;27;27;26;26;26;25;25;25;25;25;25;25;25;25;25;25;25;25;25;26;26;26;26;26;25;25;25;25
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;2-Jährige;30;30;30;30;30;30;30;30;30;29;29;29;28;28;27;27;27;26;26;26;25;25;25;25;25;25;25;25;25;25;25;25;25;26;26;26;26;26;26;26;26;25
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;3-Jährige;30;30;31;31;31;31;30;30;30;30;29;29;29;28;28;27;27;27;26;26;26;25;25;25;25;25;25;25;25;25;25;25;25;26;26;26;26;26;26;26;26;26
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;4-Jährige;29;31;30;31;31;31;31;30;30;30;30;29;29;29;28;28;27;27;27;26;26;26;25;25;25;25;25;25;25;25;25;25;25;25;26;26;26;26;26;26;26;26
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;5-Jährige;29;29;31;31;31;31;31;31;30;30;30;30;29;29;29;28;28;27;27;27;26;26;26;26;25;25;25;25;25;25;25;25;25;25;25;26;26;26;26;26;26;26
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;6-Jährige;28;29;29;31;31;31;31;31;31;30;30;30;30;29;29;29;28;28;27;27;27;26;26;26;26;25;25;25;25;25;25;25;25;25;25;25;26;26;26;26;26;26
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;7-Jährige;27;28;29;29;31;31;31;31;31;31;30;30;30;30;29;29;29;28;28;28;27;27;26;26;26;26;25;25;25;25;25;25;25;25;25;25;26;26;26;26;26;26
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;8-Jährige;27;27;28;29;29;31;31;31;31;31;31;30;30;30;30;29;29;29;28;28;28;27;27;26;26;26;26;25;25;25;25;25;25;25;25;25;25;26;26;26;26;26
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;9-Jährige;28;27;27;28;29;30;31;31;31;31;31;31;30;30;30;30;29;29;29;28;28;28;27;27;27;26;26;26;25;25;25;25;25;25;25;25;25;25;26;26;26;26
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;10-Jährige;27;28;27;28;28;29;30;31;31;31;31;31;31;30;30;30;30;29;29;29;28;28;28;27;27;27;26;26;26;26;25;25;25;25;25;25;25;25;26;26;26;26
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;11-Jährige;28;27;28;28;28;28;29;30;31;31;31;31;31;31;31;30;30;30;30;29;29;28;28;28;27;27;27;26;26;26;26;25;25;25;25;25;25;25;25;26;26;26
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;12-Jährige;28;28;27;28;28;28;28;29;30;31;31;31;31;31;31;31;30;30;30;30;29;29;29;28;28;27;27;27;26;26;26;26;25;25;25;25;25;25;25;26;26;26
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;13-Jährige;27;28;28;28;28;28;28;28;29;30;31;31;31;31;31;31;31;30;30;30;30;29;29;29;28;28;27;27;27;26;26;26;26;26;25;25;25;25;25;26;26;26
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;14-Jährige;28;28;28;28;28;28;28;28;28;29;30;31;31;31;31;31;31;31;30;30;30;30;29;29;29;28;28;28;27;27;27;26;26;26;26;26;25;25;25;26;26;26
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;15-Jährige;28;28;28;28;28;28;28;28;28;28;29;30;31;31;31;31;31;31;31;31;30;30;30;29;29;29;28;28;28;27;27;27;26;26;26;26;26;26;26;26;26;26
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;16-Jährige;28;28;28;28;28;29;28;28;28;28;28;29;30;31;31;31;31;31;31;31;31;30;30;30;30;29;29;28;28;28;27;27;27;26;26;26;26;26;26;26;26;26
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;17-Jährige;28;28;29;28;28;28;29;28;29;28;28;28;29;30;31;31;31;31;31;31;31;31;30;30;30;30;29;29;29;28;28;28;27;27;27;26;26;26;26;26;26;26
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;18-Jährige;29;29;29;29;29;28;29;29;28;29;28;28;28;30;30;31;31;31;31;31;31;31;31;31;30;30;30;30;29;29;28;28;28;27;27;27;27;26;26;26;26;26
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;19-Jährige;31;30;29;29;29;29;29;29;29;28;29;28;28;29;30;30;32;31;32;32;32;32;31;31;31;31;30;30;30;29;29;29;28;28;28;28;27;27;27;27;27;27
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;20-Jährige;32;32;31;30;30;30;30;29;29;30;29;29;29;29;29;30;31;32;32;32;32;32;32;32;32;31;31;31;31;30;30;30;29;29;29;28;28;28;27;27;27;27
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;21-Jährige;34;33;33;32;31;31;31;30;30;30;30;29;30;29;29;29;30;31;32;32;32;32;32;32;32;32;32;31;31;31;31;30;30;30;29;29;29;28;28;28;28;28
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;22-Jährige;36;35;34;34;32;31;31;31;31;30;30;30;29;30;29;29;30;31;31;33;33;33;33;33;33;32;32;32;32;32;31;31;31;30;30;30;29;29;29;29;29;28
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;23-Jährige;36;37;36;34;34;33;32;32;32;31;30;31;31;30;30;30;30;30;31;32;33;33;33;33;33;33;33;33;33;32;32;32;32;31;31;31;30;30;30;29;29;29
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;24-Jährige;36;37;38;36;35;35;33;33;32;32;31;31;31;31;30;31;30;30;30;31;32;33;33;33;33;33;33;33;33;33;33;32;32;32;32;31;31;31;30;30;30;30
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;25-Jährige;37;36;38;38;37;36;36;34;33;32;32;32;31;31;31;30;31;30;30;31;32;32;34;33;34;34;34;34;33;33;33;33;33;33;32;32;32;31;31;31;31;30
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;26-Jährige;38;37;37;38;39;37;36;36;34;33;33;32;32;31;31;31;31;31;30;31;31;32;33;34;34;34;34;34;34;34;34;34;33;33;33;33;32;32;32;31;31;31
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;27-Jährige;38;38;38;37;38;39;37;36;36;34;33;33;33;32;31;31;32;31;31;31;31;31;32;33;34;34;34;34;34;34;34;34;34;34;33;33;33;33;32;32;32;31
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;28-Jährige;40;38;39;38;37;39;39;38;36;36;34;33;33;33;32;31;32;32;31;31;31;31;31;32;33;34;34;34;34;34;34;34;34;34;34;34;33;33;33;32;32;32
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;29-Jährige;42;40;39;39;38;38;39;39;38;36;36;34;34;33;33;32;31;32;32;31;31;31;31;31;32;33;34;34;34;34;34;34;34;34;34;34;34;33;33;33;33;32
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;30-Jährige;41;42;40;39;39;38;38;39;39;38;37;36;35;34;33;33;32;31;32;32;31;32;31;31;31;33;33;35;34;35;35;35;35;34;34;34;34;34;34;33;33;33
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;31-Jährige;41;41;42;40;39;39;38;38;39;40;38;37;36;35;34;33;33;32;32;32;32;31;32;31;31;32;33;33;35;34;35;35;35;35;34;34;34;34;34;34;33;33
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;32-Jährige;40;42;42;42;40;39;39;39;38;39;40;38;37;36;35;34;33;33;32;32;32;32;31;32;31;31;32;33;33;35;34;35;35;35;35;35;34;34;34;34;34;33
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;33-Jährige;40;41;42;42;43;41;39;39;39;38;39;40;38;37;36;35;34;33;33;32;32;32;32;31;32;31;31;32;33;33;35;35;35;35;35;35;35;34;34;34;34;34
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;34-Jährige;38;40;41;42;42;43;41;39;39;39;38;39;40;38;37;36;35;34;33;33;32;32;32;32;31;32;31;31;32;33;33;35;35;35;35;35;35;35;34;34;34;34
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;35-Jährige;39;39;40;41;42;42;43;41;40;39;39;38;39;40;38;37;36;35;34;33;33;32;32;32;32;31;32;31;31;32;33;33;35;35;35;35;35;35;35;34;34;34
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;36-Jährige;39;40;39;41;41;42;42;43;41;40;39;39;38;39;40;38;37;37;35;34;33;33;32;32;32;32;31;32;31;32;32;33;33;35;35;35;35;35;35;35;34;34
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;37-Jährige;41;39;40;39;41;41;42;42;43;41;40;40;39;38;39;40;38;37;37;35;34;33;33;33;32;32;32;31;32;31;32;32;33;33;35;35;35;35;35;35;35;34
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;38-Jährige;41;41;40;40;39;41;41;42;42;43;41;40;40;39;38;39;40;38;37;37;35;34;33;33;33;32;32;32;31;32;31;32;32;33;33;35;35;35;35;35;35;35
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;39-Jährige;41;41;41;40;40;39;41;41;43;42;43;41;40;40;39;38;39;40;38;37;37;35;34;33;33;33;32;32;32;31;32;31;32;32;33;33;35;35;35;35;35;35
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;40-Jährige;40;41;41;41;40;40;39;41;42;43;42;43;41;40;40;39;38;39;40;38;37;37;35;34;33;33;33;32;32;32;31;32;31;32;32;33;33;35;35;35;35;35
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;41-Jährige;39;40;41;41;41;40;40;39;41;42;43;42;43;41;40;40;39;38;39;40;38;37;37;35;34;33;33;33;32;32;32;31;32;31;32;32;33;33;35;35;35;35
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;42-Jährige;39;39;40;41;41;41;40;40;39;41;42;43;42;43;41;40;40;39;38;39;40;38;37;37;35;34;33;33;33;32;32;32;31;32;31;32;32;33;33;35;35;35
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;43-Jährige;39;39;39;40;41;41;41;40;40;39;41;42;43;42;43;41;40;40;39;38;39;40;38;37;37;35;34;33;33;33;32;32;32;31;32;31;32;32;33;33;35;34
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;44-Jährige;37;39;39;39;40;41;41;41;40;40;39;41;42;43;42;43;41;40;40;39;38;39;40;38;37;37;35;34;33;33;33;32;32;32;31;32;31;32;32;33;33;35
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;45-Jährige;38;37;39;39;39;40;41;41;41;40;40;39;41;42;43;42;43;41;40;40;39;38;39;40;38;37;37;35;34;33;33;33;32;32;32;31;32;31;32;32;33;33
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;46-Jährige;38;38;38;39;39;39;40;41;41;41;40;40;39;41;42;43;42;43;41;40;40;39;38;39;40;38;37;37;35;34;33;33;33;32;32;32;31;32;31;31;32;33
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;47-Jährige;41;38;38;38;39;39;39;40;41;41;41;40;40;39;41;42;43;42;43;41;40;40;39;38;39;40;38;37;37;35;34;33;33;33;32;32;32;31;32;31;31;32
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;48-Jährige;44;41;38;38;38;39;39;39;40;41;41;41;40;40;39;41;42;43;42;43;41;40;40;39;38;39;40;38;37;37;35;34;33;33;33;32;32;32;31;32;31;31
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;49-Jährige;46;44;41;38;38;38;39;39;39;40;41;41;41;40;40;39;41;42;43;42;43;41;40;40;39;38;39;40;38;37;37;35;34;33;33;33;32;32;32;31;32;31
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;50-Jährige;49;46;44;41;38;38;38;39;39;39;40;41;41;41;40;40;39;41;42;43;42;43;41;40;40;39;38;39;40;38;37;37;35;34;33;33;32;32;32;32;31;32
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;51-Jährige;51;48;46;44;41;38;38;37;39;39;39;40;41;41;41;40;40;39;41;41;43;42;43;41;40;40;39;38;39;40;38;37;37;35;34;33;33;32;32;32;32;31
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;52-Jährige;52;50;48;46;44;41;38;38;37;39;39;39;40;41;41;41;40;40;39;41;41;42;42;43;41;40;39;39;38;39;40;38;37;37;35;34;33;33;32;32;32;32
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;53-Jährige;52;51;50;48;45;44;41;38;38;37;39;39;39;40;41;41;41;40;40;39;41;41;42;42;43;41;40;39;39;38;39;39;38;37;36;35;34;33;33;32;32;32
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;54-Jährige;52;52;51;50;48;45;44;40;38;38;37;38;39;39;39;41;41;41;40;40;39;41;41;42;42;43;41;39;39;39;38;39;39;38;37;36;35;34;33;33;32;32
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;55-Jährige;52;52;52;51;50;48;45;43;40;38;38;37;38;39;39;39;41;41;41;40;40;39;41;41;42;42;43;41;39;39;38;38;39;39;38;37;36;35;34;33;33;32
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;56-Jährige;52;52;52;52;51;50;48;45;43;40;38;37;37;38;38;39;39;41;41;41;40;40;39;41;41;42;42;43;41;39;39;38;38;39;39;38;36;36;34;34;33;33
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;57-Jährige;50;51;52;52;52;51;50;48;45;43;40;38;37;37;38;38;39;39;41;41;41;39;40;39;41;41;42;42;42;40;39;39;38;38;39;39;38;36;36;34;33;33
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;58-Jährige;48;49;51;52;52;51;51;49;47;45;43;40;37;37;37;38;38;38;39;41;41;40;39;39;39;40;41;42;42;42;40;39;39;38;38;39;39;37;36;36;34;33
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;59-Jährige;47;48;49;51;52;51;51;50;49;47;44;43;40;37;37;37;38;38;38;39;40;40;40;39;39;39;40;41;42;42;42;40;39;39;38;38;39;39;37;36;36;34
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;60-Jährige;45;46;48;49;51;51;51;51;50;49;47;44;43;39;37;37;36;38;38;38;39;40;40;40;39;39;39;40;41;42;41;42;40;39;39;38;37;38;39;37;36;36
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;61-Jährige;43;45;46;48;49;50;51;51;51;50;49;47;44;42;39;37;37;36;37;38;38;39;40;40;40;39;39;38;40;40;41;41;42;40;39;39;38;37;38;39;37;36
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;62-Jährige;42;42;45;46;47;48;50;51;51;50;49;48;46;44;42;39;37;36;36;37;37;38;38;40;40;40;39;39;38;40;40;41;41;42;40;38;38;38;37;38;38;37
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;63-Jährige;40;41;42;44;46;47;48;50;50;50;50;49;48;46;43;42;39;37;36;36;37;37;38;38;40;40;40;38;39;38;40;40;41;41;41;39;38;38;37;37;38;38
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;64-Jährige;39;40;41;42;44;45;47;48;49;50;50;50;49;48;46;43;42;39;36;36;36;37;37;37;38;39;39;39;38;38;38;39;40;41;41;41;39;38;38;37;37;38
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;65-Jährige;38;38;40;41;41;44;45;46;47;49;50;50;49;48;47;46;43;41;38;36;36;35;37;37;37;38;39;39;39;38;38;38;39;40;41;40;41;39;38;38;37;36
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;66-Jährige;36;38;38;39;40;41;43;44;46;47;49;49;49;49;48;47;45;43;41;38;36;36;35;36;37;37;37;39;39;39;38;38;37;39;39;40;40;41;39;38;37;37
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;67-Jährige;37;36;37;38;39;40;41;43;44;46;46;48;49;49;49;48;47;45;42;41;38;36;35;35;36;36;37;37;39;39;39;38;38;37;39;39;40;40;41;39;37;37
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;68-Jährige;36;36;36;37;37;39;40;40;43;44;45;46;48;48;48;48;47;46;45;42;40;38;35;35;35;36;36;36;37;38;38;38;37;37;37;38;39;40;40;40;38;37
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;69-Jährige;36;35;36;35;36;37;38;39;40;42;43;45;46;47;48;48;48;47;46;44;42;40;37;35;35;34;36;36;36;37;38;38;38;37;37;37;38;39;40;39;40;38
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;70-Jährige;36;36;35;35;35;36;36;38;39;40;42;43;44;45;47;48;47;47;47;46;44;41;40;37;35;35;34;35;35;36;36;38;38;38;37;37;36;38;38;39;39;40
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;71-Jährige;33;35;35;35;35;34;36;36;37;38;39;41;42;44;45;46;47;47;47;46;45;43;41;39;37;34;34;34;35;35;35;36;37;38;37;36;37;36;37;38;39;39
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;72-Jährige;31;33;35;35;34;35;34;35;36;37;38;39;41;42;43;44;46;47;46;46;46;45;43;40;39;36;34;34;33;35;35;35;36;37;37;37;36;36;36;37;38;39
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;73-Jährige;26;31;32;34;34;34;34;33;35;35;36;37;38;40;41;43;44;45;46;46;46;45;44;42;40;38;36;34;33;33;34;34;35;35;37;37;37;36;36;35;37;37
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;74-Jährige;22;26;30;32;34;34;33;33;33;34;35;36;37;38;40;41;42;43;45;45;45;45;44;44;42;39;38;35;33;33;33;34;34;34;35;36;36;36;35;35;35;36
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;75-Jährige;29;22;25;30;31;33;33;33;33;32;34;34;35;36;37;39;40;42;42;44;45;45;45;44;43;41;39;37;35;33;33;32;33;34;34;34;36;36;36;35;35;34
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;76-Jährige;28;28;21;25;29;31;33;33;32;32;32;33;33;35;36;36;38;40;41;42;43;44;44;44;43;42;41;38;37;34;32;32;32;33;33;33;34;35;35;35;34;35
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;77-Jährige;27;28;28;21;24;29;30;32;32;31;32;31;32;33;34;35;36;38;39;40;41;43;43;43;43;42;42;40;38;36;34;32;32;31;32;33;33;34;35;35;35;34
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;78-Jährige;32;26;27;27;20;24;28;29;31;31;31;31;31;32;32;33;34;35;37;38;39;40;42;42;42;42;42;41;39;37;36;33;31;31;31;32;32;32;33;34;34;34
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;79-Jährige;34;31;25;26;26;20;23;27;28;30;30;30;30;30;31;31;32;33;34;36;37;39;39;41;42;42;41;41;40;39;36;35;33;31;31;30;31;32;32;32;34;34
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;80-Jährige;32;33;30;25;25;26;19;22;26;28;29;30;29;29;29;30;30;32;33;33;35;36;38;38;40;40;41;40;40;39;38;35;34;32;30;30;30;31;31;31;32;33
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;81-Jährige;29;31;31;29;24;25;25;18;22;25;27;28;29;28;28;28;29;29;31;32;32;34;35;36;37;39;39;39;39;39;38;37;35;33;31;29;29;29;30;30;30;31
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;82-Jährige;26;27;30;30;28;23;23;24;18;21;24;26;27;27;27;27;27;28;28;29;30;31;33;34;35;36;37;38;38;38;37;37;35;33;32;30;28;28;28;29;29;30
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;83-Jährige;24;25;26;28;28;26;21;22;22;17;20;23;24;26;26;26;26;26;27;27;28;29;30;31;32;34;34;36;37;37;37;36;35;34;32;31;29;27;27;27;28;28
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;84-Jährige;22;22;23;24;27;27;25;20;21;21;16;19;22;23;25;25;24;25;24;25;26;27;28;28;30;31;32;33;34;35;35;35;34;34;33;31;30;28;26;26;26;27
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;85-Jährige;19;20;21;21;23;25;25;23;19;20;20;15;18;20;22;23;23;23;23;23;24;24;25;26;27;28;29;30;31;32;33;33;33;33;32;31;29;28;26;25;25;25
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;86-Jährige;14;17;19;19;20;21;23;23;21;18;18;18;14;16;19;20;22;22;21;22;22;22;23;24;25;25;27;28;29;29;31;31;31;31;31;30;29;28;27;25;24;24
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;87-Jährige;13;13;16;17;18;18;19;21;21;20;16;17;17;13;15;18;19;20;20;20;20;20;21;21;22;23;23;25;26;27;27;29;29;29;29;29;29;28;26;25;24;22
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;88-Jährige;12;11;11;14;15;16;16;17;19;19;18;15;15;15;11;14;16;17;18;18;18;18;18;19;19;20;21;22;23;24;25;25;26;27;27;27;27;27;26;24;23;22
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;89-Jährige;11;10;10;10;13;14;14;15;15;17;17;16;13;14;14;10;12;14;15;16;17;16;17;17;17;18;18;19;20;21;22;23;23;24;25;25;25;25;24;24;22;22
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;90-Jährige;10;10;9;9;9;11;12;12;13;14;15;15;14;12;12;12;9;11;13;14;15;15;15;15;15;15;16;16;17;18;19;19;20;21;22;22;23;23;22;22;21;20
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;91-Jährige;8;8;8;8;8;8;9;10;11;11;12;13;13;12;10;10;11;8;9;11;12;13;13;13;13;13;14;14;15;15;16;17;17;18;19;19;20;20;20;20;20;19
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;92-Jährige;7;7;7;7;6;6;6;8;9;9;9;10;11;11;10;8;9;9;7;8;10;10;11;11;11;11;11;12;12;13;13;14;15;15;16;16;17;18;18;18;18;18
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;93-Jährige;5;5;5;5;6;5;5;5;6;7;7;8;8;9;9;9;7;7;8;6;7;8;9;9;9;9;10;10;10;10;11;11;12;12;13;14;14;15;15;15;15;15
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;94-Jährige;4;4;4;4;4;5;4;4;4;5;6;6;6;7;7;7;7;6;6;6;5;6;7;7;8;8;8;8;8;8;9;9;9;10;10;11;12;12;13;13;13;13
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;95-Jährige;3;3;3;3;3;3;4;3;3;3;4;4;5;5;5;6;6;6;5;5;5;4;5;5;6;6;6;6;7;7;7;7;7;8;8;9;9;10;10;10;11;11
Hessen;BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);weiblich;96-Jährige;2;2;3;3;2;3;3;3;3;2;3;3;3;4;4;4;5;5;4;4;4;4;3;4;4;5;5;5;5;5;5;6;6;6;6;7;7;7;8;8;9;9
